system:index,B11,B12,B2,B3,B4,B8,NDBI,NDVI,SCL,class,year,.geo
2_2_41_0,0.3325,0.2398,0.12435,0.1594,0.1828,0.24015,0.1612678,0.13559525,5.0E-4,0,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.78327763951229,-0.9116552660886964]}"
2_2_42_0,0.3343,0.2814,0.1621,0.1908,0.2217,0.2559,0.13283636,0.07160804,5.0E-4,0,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.80178293436516,-0.9121942552591681]}"
2_2_43_0,0.31115,0.25735,0.11545,0.14695,0.15715,0.2767,0.058603425,0.27555606,5.0E-4,0,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.81166440249048,-0.9130027390148756]}"
2_2_44_0,0.4225,0.29685,0.0837,0.1103,0.1387,0.2384,0.27855957,0.26438612,5.0E-4,0,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.68832571398086,-0.8950364333324853]}"
2_2_45_0,0.38405,0.2354,0.0629,0.09755,0.1057,0.2637,0.18579699,0.42772064,4.0E-4,0,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.66119659240046,-0.905007732986212]}"
2_2_46_0,0.45995,0.3073,0.09775,0.12335,0.14015,0.29515,0.21824922,0.3560763,5.0E-4,0,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.72443798840247,-0.8454494296490876]}"
2_2_47_0,0.2886,0.2417,0.1461,0.1659,0.1923,0.214,0.14842817,0.053408798,5.0E-4,0,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.87616343989026,-0.7177089962472917]}"
2_2_48_0,0.39755,0.36135,0.14345,0.16195,0.2011,0.2312,0.26457256,0.069627546,5.0E-4,0,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.82055772380326,-0.7033359517013793]}"
2_2_49_0,0.28865,0.23735,0.1214,0.13705,0.1561,0.181,0.22921327,0.07386529,5.0E-4,0,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.12328997455154,-0.7468144114527642]}"
2_2_50_0,0.4426,0.3844,0.172,0.1976,0.2366,0.2688,0.24430703,0.063711904,5.0E-4,0,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.01477348822989,-1.0743401640427417]}"
2_2_51_0,0.484,0.34775,0.1598,0.20305,0.25525,0.31105,0.21753348,0.09853433,5.0E-4,0,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.06696560623725,-1.0001393215744692]}"
2_2_52_0,0.4909,0.3346,0.1715,0.2184,0.2878,0.3577,0.15696444,0.10828811,5.0E-4,0,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.22830303126511,-0.7581331840326702]}"
2_2_53_0,0.4235,0.3882,0.1663,0.1912,0.2245,0.2668,0.22700278,0.08609808,5.0E-4,0,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.23234545004365,-0.8302679013474678]}"
2_2_54_0,0.28295,0.1753,0.09805,0.1288,0.1785,0.22015,0.12482612,0.10447761,6.0E-4,0,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.15167673752971,-0.8855142913208183]}"
2_2_55_0,0.44985,0.34145,0.1585,0.22745,0.28675,0.3207,0.16760756,0.055889376,5.0E-4,0,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.12454761594931,-0.8847956390935227]}"
2_2_56_0,0.44665,0.3119,0.12315,0.1454,0.1806,0.2415,0.29811814,0.14427862,5.0E-4,0,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.1011914185622,-0.9249503322936653]}"
2_2_57_0,0.4125,0.2996,0.16,0.2248,0.2691,0.3373,0.1002934,0.112467006,5.0E-4,0,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.05106542570833,-0.9341131481916845]}"
2_2_58_0,0.4248,0.3595,0.16,0.1862,0.2319,0.27,0.22279792,0.075911544,5.0E-4,0,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.03291945696911,-0.9849577932728494]}"
2_2_59_0,0.35765,0.2173,0.10865,0.1385,0.16375,0.2551,0.16736026,0.21809721,5.0E-4,0,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.94021331964798,-0.8970127269575482]}"
2_2_60_0,0.5404,0.40585,0.1663,0.2205,0.28005,0.3557,0.20611544,0.11899328,5.0E-4,0,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.0215108528608,-1.032299008745948]}"
2_2_61_0,0.4079,0.3007,0.1559,0.1842,0.2225,0.2695,0.20431063,0.09552844,5.0E-4,0,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.96419833773398,-1.0988641712992047]}"
2_2_62_0,0.2962,0.1953,0.1604,0.1759,0.1875,0.2432,0.098257326,0.12932436,5.0E-4,0,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.08807601541405,-0.7949641106815706]}"
2_2_63_0,0.43375,0.3437,0.10655,0.14,0.21575,0.2554,0.25879708,0.084155805,5.0E-4,0,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.06543847025424,-0.7557975642939594]}"
2_2_64_0,0.58175,0.49425,0.1719,0.21965,0.2511,0.39575,0.19028133,0.22362214,5.0E-4,0,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.03094316334405,-0.7881369145222622]}"
2_2_65_0,0.4955,0.3437,0.109,0.1616,0.2114,0.292,0.2584127,0.16011123,5.0E-4,0,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.76881476343797,-0.7531026184416009]}"
2_2_66_0,0.3835,0.2604,0.0681,0.1029,0.1125,0.2593,0.1932172,0.39483592,5.0E-4,0,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.7352177718119,-0.7781656148685355]}"
